TYPE OF CONTRACT,CONTRACT,PARENT,COMPANY,SERVICE,EXPIRATION,CONTROLLER,ADDRESS1,ADDRESS2,E-MAIL ADDRESS,CONTACT,PHONE #,FAX #,NOTES
STATE,4400010380,4400009187,BRM Holdings DBA - Business Records Management ,SHREDDING SERVICES,4/30/2017,49910,370 Wabasha Street N.,"Saint Paul, MN  55102", ,George Farrell, , ,
STATE,4400009587,4400009187,Tri State Shredding Corp. ,SHREDDING SERVICES,4/30/2017,49910,2209 N. 7th Street,"Harrisburg, PA 17110",tristateshredding@gmail.com,Julie Morris,717-233-5606,717-233-6099,
STATE,4400011039,4400011038,A&H Equipment Company,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011040,4400011038,Flink Company,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011042,4400011038,Henke Manufacturing Corp,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011044,4400011038,MJR Equipment,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011045,4400011038,Patrick S Hawkins,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011046,4400011038,Somerset Welding & Steel Inc,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011047,4400011038,Valk Manufacturing Company,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011048,4400011038,Walsh Equipment Inc,SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400013364,4400011038,"Mid Atlantic Municipal LLC, DBA Lancaster Truck Bodies",SNOW PLOWS - PA-DOT SPEC'D,9/30/2015,50253,,,,,,,
STATE,4400011351,4400011350,AG Industrial Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011354,4400011350,Altec Industries Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011355,4400011350,Ariens Company,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011356,4400011350,Alamo Group TX Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011357,4400011350,Bandit Industries Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011358,4400011350,Best Line Leasing Inc DBA Best Line Powersports & Best Line Equipment,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011359,4400011350,Bortek Industries Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011360,4400011350,Briggs & Stratton Power Products Group LLC,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011361,4400011350,C H Waltz Sons Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011362,4400011350,Cherry Valley Tractor Sales,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011363,4400011350,Clark Equipment Co,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011364,4400011350,Cleveland Brothers Equipment Co Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011366,4400011350,CNH America LLC,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011367,4400011350,Congdon Associates Distributing Co,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011368,4400011350,Cresson Feed Mill Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011369,4400011350,Deere & Company,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011370,4400011350,Dotterer Equipment Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011371,4400011350,Earthborne Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011372,4400011350,Finch Services Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011374,4400011350,Great Plains Manufacturing Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011375,4400011350,GranTurk Equipment Co Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011377,4400011350,Hoover Tractor LLC,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011378,4400011350,Hustler Turf Equipment Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011379,4400011350,KPM Exceptional LLC,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011380,4400011350,Krigger & Company Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011381,4400011350,Lawn & Golf Supply Co Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011382,4400011350,Lawn Equipment Parts Company Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011383,4400011350,Messick Farm Equipment Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011384,4400011350,MJR Equipment,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011385,4400011350,Morbark Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011386,4400011350,Moridge Manufacturing Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011387,4400011350,Motrim Incorporated,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011388,4400011350,MTD Products Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011389,4400011350,Old Dominion Brush Co,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011390,4400011350,Powells Rental Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011391,4400011350,Prosser Power Group LLC,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011392,4400011350,Randall W Serwell & Frank K Whitlock DBA R&S Equipment Repair,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011393,4400011350,Rayco Manufacturing Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011395,4400011350,Stephenson Equipment Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011397,4400011350,Susquehanna Dodge Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011398,4400011350,Schiller Grounds Care Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011400,4400011350,Tiger Corporation,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011402,4400011350,Tractor Parts Company Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011403,4400011350,US Municipal Supply Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011404,4400011350,Venture Products Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011405,4400011350,Vermeer Sales & Service Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011408,4400011350,W John Greenland Enterprises Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011409,4400011350,Walsh Equipment Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400013056,4400011350,Turf Equipment and Supply Co Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400015016,4400011350,Seigworth Road Supply Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011365,4400011350,Club Car Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011373,4400011350,Golden Equipment Co Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011376,4400011350,Greenhill Farms Equipment Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011396,4400011350,Stull Enterprises Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011399,4400011350,Steel City Mower and Plow,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011407,4400011350,WF Welliver & Son Inc,AGRICULTURAL/GROUNDSKEEPING-TYPE POWER EQUIPMENT,9/30/2016,50381,,,,,,,
STATE,4400011412,4400011411,A&H Equipment Company,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011413,4400011411,Altec Industries Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011414,4400011411,Best Line Leasing Inc DBA Best Line,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011415,4400011411,Bortek Industries Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011416,4400011411,Briggs & Stratton Power Products Group LLC,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011417,4400011411,C H Waltz Sons Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011418,4400011411,Cherry Valley Tractor Sales,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011419,4400011411,Clark Equipment Co,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011420,4400011411,Cleveland Brothers Equipment Co Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011421,4400011411,CNH America LLC,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011422,4400011411,Concord Road Equipment Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011423,4400011411,Congdon Associates Distributing Co,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011424,4400011411,Dotterer Equipment Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011425,4400011411,Eagle Crusher Company Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011426,4400011411,Eagle Power and Equipment Corp,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011427,4400011411,Earthborne Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011428,4400011411,Elliott & Frantz Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011429,4400011411,Giles & Ransome Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011430,4400011411,Golden Equipment Co Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011431,4400011411,Groff Tractor and Equipment Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011432,4400011411,H A Dehart & Son,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011433,4400011411,Highway Equipment & Supply Co,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011434,4400011411,Highway Equipment Company,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011435,4400011411,JCB Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011436,4400011411,John Deere Construction Retail Sales,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011437,4400011411,Krigger & Company Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011438,4400011411,Key Equipment Sales & Rental Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011440,4400011411,M H Corbin Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011441,4400011411,Messick Farm Equipment Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011442,4400011411,Old Dominion Brush Co,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011443,4400011411,Patrick S Hawkins,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011444,4400011411,Plasterer Equipment Co Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011445,4400011411,Powells Rental Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011446,4400011411,Powells Sales & Service Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011447,4400011411,Prosser Power Group LLC,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011448,4400011411,Randall W Serwell & Frank K Whitlock,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011449,4400011411,Rudd Equipment Company,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011451,4400011411,Service Supply Corp,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011452,4400011411,Stephenson Equipment Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011453,4400011411,Stewart Amos Equipment Company,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011454,4400011411,Schiller Grounds Care Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011455,4400011411,Stephen F Nemeth,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011456,4400011411,THC Enterprises Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011457,4400011411,Tracey Road Equipment Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011458,4400011411,Traffix Devices Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011459,4400011411,US Municipal Supply Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011461,4400011411,United Rentals (North America) Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011462,4400011411,Vermeer Sales & Service Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011463,4400011411,W John Greenland Enterprises Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011464,4400011411,Walsh Equipment Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400014413,4400011411,Best Line Leasing Inc DBA Best Line Powersports & Best Line Equipment,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400014414,4400011411,WW Grainger Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400015018,4400011411,Seigworth Road Supply Inc,CONSTRUCTION / HEAVY DUTY TYPE POWER EQUIPMENT,9/30/2016,50383,,,,,,,
STATE,4400011820,4400011824,Mannington Mills Inc,CARPET AND ITS INSTALLATION,9/30/2016,50382,,,,,,,
STATE,4400011821,4400011824,Mohawk Carpet Distribution Inc,CARPET AND ITS INSTALLATION,9/30/2016,50382,,,,,,,
STATE,4400011822,4400011824,Interface Americans Inc,CARPET AND ITS INSTALLATION,9/30/2016,50382,,,,,,,
STATE,4400011823,4400011824,Shaw Industries Inc,CARPET AND ITS INSTALLATION,9/30/2016,50382,,,,,,,
STATE,4400012760,4400011824,Tandus Centiva US LLC,CARPET AND ITS INSTALLATION,9/30/2016,50382,,,,,,,
STATE,4400011924,4400011918,Accutemp Products Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011920,4400011918,Advance Tabco,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011921,4400011918,Afe Victory Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011922,4400011918,Aladdin Temp Rite LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011925,4400011918,Bally Refrigerated Boxes Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011926,4400011918,Beverage Air Corp,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011927,4400011918,Blodgett Oven Company,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011928,4400011918,Brysco Foodservice LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011930,4400011918,Captive Aire Systems Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011934,4400011918,Champion Industries Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011931,4400011918,Clark Associates Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011933,4400011918,Commercial Stainless Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011935,4400011918,CookTek Induction Systems Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011936,4400011918,Crescent Metal Products Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011938,4400011918,Emerson,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011940,4400011918,Follett Corporation,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011942,4400011918,Gemini Bakery Equipment Company,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011944,4400011918,Hoshizaki America Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011945,4400011918,Hatco Corporation,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011946,4400011918,Insinger Machine Co,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011947,4400011918,Intermetro Industries Corporation,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011948,4400011918,ITWFEG LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011949,4400011918,Lakeside Manufacturing Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011950,4400011918,Lincoln Foodservice Products,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011951,4400011918,Low Temp Industries Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011953,4400011918,MD Holdings LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011956,4400011918,Meiko USA Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011958,4400011918,Mile High Equipment LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011959,4400011918,Multiteria LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011960,4400011918,National Refrigeration & A/C,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011961,4400011918,Nemco Food Equipment LTD,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011962,4400011918,Nordon LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011966,4400011918,Pitco Frialator Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011967,4400011918,Rational Cooking Systems Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011968,4400011918,Singer Equipment Co Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011969,4400011918,Standex International Corporation,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011971,4400011918,Steril-Sil LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011972,4400011918,Structural Concepts Corporation,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011974,4400011918,TMP Manufacturing Co Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011976,4400011918,Unified Brands Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011979,4400011918,Winston Industries LLC,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011923,4400011918,Alto-Shaam Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011929,4400011918,Cambro Manufacturing Company,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011932,4400011918,Cleveland Range Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011939,4400011918,Eric D Starliper,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011975,4400011918,Todd Devin Food Equipment Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400011977,4400011918,Unox Inc,COMMERCIAL GRADE FOODSERVICE EQUIPMENT,11/30/2016,50570,,,,,,,
STATE,4400012531,4400012531,ECOLAB,DISHWASHING CHEMICALS,3/31/2016,48497,PO Box 905327,"Charlotte, NC", , ,800-321-1804,717-612-3105,last updated 5/1/14
STATE,4400012694,4400012694,"GARTNER GROUP, INC.",IT SUBSCRIPTION SERVICES,6/30/2016,51149,56 Top Gallant Road,"Stamford, CT  06902-7747", rob.dickerson@gartner.com,Robert Dickerson,610-427-3426,,
STATE,4400013170,4400013168,Atlantic Tachtical,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013172,4400013168,Markl Supply Company,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013173,4400013168,Northeastern Uniform,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013174,4400013168,Safeware,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013175,4400013168,Witmer,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013176,4400013168,Lawmens Shooters Supply,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013177,4400013168,Lawmen Supply Co,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
